
Location		Count
tcm:792-1861			1
tcm:211-1880			1
tcm:458-3514			1
tcm:252-4909			1
tcm:308-9887			1
tcm:764-5923			1
tcm:964-8792			1
tcm:651-2801			1
tcm:648-6153			1
tcm:576-4764			1
tcm:678-9581			1
tcm:561-8150			1
tcm:148-8153			1
tcm:630-6011			1
tcm:607-5269			1
tcm:878-1394			1
tcm:134-1156			1
tcm:761-6021			1
tcm:274-8275			1
tcm:630-8607			1
tcm:293-4527			1
tcm:337-1576			1
tcm:505-9214			1
tcm:370-6195			1
tcm:453-3629			1
tcm:578-2647			1
tcm:434-7309			1
tcm:440-8371			1
tcm:106-9176			1
tcm:223-9748			1
tcm:334-1705			1
tcm:489-7637			1
tcm:653-2932			1
tcm:411-2036			1
tcm:206-1501			1
tcm:798-7302			1
tcm:129-2111			1
tcm:761-7369			1
tcm:525-1407			1
tcm:376-5478			1
tcm:217-1268			1
tcm:296-7892			1
tcm:725-6891			1
tcm:209-2347			1
tcm:236-7251			1
tcm:769-8042			1
tcm:571-3501			1
tcm:735-3168			1
tcm:658-5076			1
tcm:219-3888			1
tcm:690-5420			1
tcm:853-5790			1
tcm:913-6727			1
tcm:763-6543			1
tcm:606-4980			1
tcm:354-7108			1
tcm:739-2426			1
tcm:794-8003			1
tcm:774-3918			1
tcm:489-8985			1
tcm:972-6384			1
tcm:235-7852			1
tcm:485-8488			1
tcm:328-4255			1
tcm:504-9839			1
tcm:184-1543			1
tcm:417-1767			1
tcm:718-7373			1
tcm:550-9764			1
tcm:366-7898			1
tcm:253-4377			1
tcm:583-2929			1
tcm:112-6644			1
tcm:885-9297			1
tcm:496-4528			1
tcm:205-3050			1
tcm:647-4114			1
tcm:812-1336			1
tcm:484-7732			1
tcm:907-1794			1
tcm:659-3560			1
tcm:288-7665			1
tcm:508-6441			1
tcm:386-9670			1
tcm:339-6444			1
tcm:958-7675			1
tcm:290-8235			1
tcm:603-3813			1
tcm:626-7783			1
tcm:568-8172			1
tcm:971-4382			1
tcm:808-2927			1
tcm:564-1869			1
tcm:797-4004			1
tcm:348-6000			1
tcm:250-2314			1
tcm:476-1464			1
tcm:396-2455			1
tcm:619-8276			1
tcm:762-9475			1
tcm:918-1772			1
If/Purple/People/Eaters/are/real…/where/do/they/find/purple/people/to/eat?			111
tcm:100-2490			1
tcm:164-9466			1
tcm:288-8985			1
tcm:486-4271			1
tcm:445-9609			1
tcm:526-9216			1
tcm:798-7229			1
tcm:108-3055			1
tcm:706-3021			1
tcm:185-4913			1
tcm:112-6740			1
tcm:612-4704			1
tcm:884-4926			1
tcm:235-5296			1
tcm:241-1302			1
tcm:795-2608			1
tcm:646-2021			1
tcm:640-5047			1
tcm:783-8065			1
tcm:847-3431			1
tcm:952-8026			1
tcm:384-6962			1
tcm:132-3665			1
tcm:482-7649			1
tcm:458-9676			1
tcm:571-2296			1
tcm:731-7988			1
tcm:302-4002			1
tcm:225-8809			1
tcm:374-1815			1
tcm:534-9303			1
tcm:639-2909			1
tcm:997-5919			1
tcm:681-9860			1
tcm:713-3859			1
tcm:994-3752			1
tcm:791-8143			1
tcm:457-6482			1
tcm:515-8189			1
tcm:935-3711			1
tcm:411-2018			1
tcm:482-6304			1
tcm:602-5383			1
tcm:418-3792			1
tcm:453-9701			1
tcm:342-9042			1
tcm:758-4810			1
tcm:354-4964			1
tcm:478-1940			1
tcm:673-7014			1
tcm:347-6752			1
tcm:891-6672			1
tcm:267-5105			1
tcm:325-3402			1
tcm:820-8924			1
tcm:802-5987			1
tcm:986-2331			1
tcm:243-5394			1
tcm:536-1106			1
tcm:308-7190			1
tcm:124-3482			1
tcm:405-7270			1
tcm:658-8960			1
tcm:393-7884			1
tcm:356-8829			1
tcm:244-6020			1
tcm:355-6884			1
tcm:118-4716			1
tcm:996-9960			1
tcm:892-2618			1
tcm:886-5038			1
tcm:288-7693			1
tcm:463-2920			1
tcm:167-3082			1
tcm:951-8984			1
tcm:724-4906			1
tcm:234-4437			1
tcm:705-1187			1
tcm:640-2821			1
tcm:648-1200			1
tcm:324-5039			1
tcm:301-4917			1
tcm:803-7920			1
tcm:348-6032			1
tcm:629-6209			1
tcm:759-6953			1
tcm:613-7907			1
tcm:720-4288			1
tcm:696-9984			1
tcm:554-5120			1
tcm:951-6356			1
tcm:747-8842			1
tcm:466-7326			1
tcm:816-5334			1
tcm:324-8995			1
tcm:382-4253			1
tcm:417-1819			1
tcm:874-2198			1
tcm:987-5584			1
tcm:532-4436			1
tcm:133-7997			1
tcm:991-8705			1
tcm:249-2118			1
tcm:199-7942			1
tcm:109-7790			1
tcm:553-9197			1
tcm:443-8250			1
tcm:457-5108			1
tcm:796-4570			1
tcm:138-6573			1
tcm:471-2849			1
tcm:667-7207			1
tcm:817-2617			1
tcm:750-1687			1
tcm:936-4533			1
tcm:982-4348			1
tcm:435-4546			1
tcm:862-5395			1
tcm:345-1407			1
tcm:620-9694			1
tcm:590-4783			1
tcm:905-1764			1
tcm:280-4445			1
tcm:807-3273			1
tcm:997-8151			1
tcm:561-2014			1
tcm:389-5567			1
tcm:372-3980			1
tcm:634-5216			1
tcm:622-8430			1
tcm:214-6294			1
tcm:965-3264			1
tcm:880-3090			1
tcm:114-4160			1
tcm:667-7236			1
tcm:515-4693			1
tcm:550-4987			1
tcm:544-7398			1
tcm:743-4719			1
tcm:984-9265			1
tcm:666-6656			1
tcm:598-4487			1
tcm:808-1675			1
tcm:924-2871			1
tcm:215-5941			1
tcm:592-3906			1
tcm:194-4103			1
tcm:528-9734			1
tcm:709-7896			1
tcm:592-3901			1
tcm:297-8605			1
tcm:780-8494			1
tcm:875-4034			1
tcm:861-5802			1
tcm:628-5664			1
tcm:341-4704			1
tcm:434-1125			1
tcm:211-4017			1
tcm:479-2581			1
tcm:327-9672			1
tcm:656-8870			1
tcm:531-9972			1
tcm:625-8294			1
tcm:633-4699			1
tcm:514-2770			1
tcm:151-3492			1
tcm:599-7465			1
tcm:678-3472			1
tcm:836-1153			1
tcm:432-4993			1
tcm:515-3340			1
tcm:434-2469			1
tcm:637-1515			1
tcm:855-7159			1
tcm:445-2166			1
tcm:899-1329			1
tcm:179-8600			1
tcm:885-3147			1
tcm:477-8198			1
tcm:597-7378			1
tcm:327-7004			1
tcm:667-8586			1
tcm:355-5579			1
tcm:213-9380			1
tcm:745-7094			1
tcm:281-2857			1
tcm:559-1550			1
tcm:867-5275			1
tcm:931-5926			1
tcm:383-7253			1
tcm:504-4973			1
tcm:949-5813			1
tcm:129-8260			1
tcm:467-5700			1
tcm:274-4647			1
tcm:328-9187			1
tcm:696-3799			1
tcm:498-9883			1
tcm:577-1876			1
tcm:693-1776			1
tcm:316-2665			1
tcm:115-1275			1
tcm:668-3019			1
tcm:310-5490			1
tcm:193-3774			1
tcm:932-5212			1
tcm:454-9238			1
tcm:757-5139			1
tcm:330-8572			1
tcm:734-9918			1
tcm:881-1678			1
tcm:915-1953			1
tcm:812-7589			1
tcm:882-3587			1
tcm:601-9821			1
tcm:204-7300			1
tcm:428-5059			1
tcm:156-4465			1
tcm:221-4438			1
tcm:813-9492			1
tcm:182-7301			1
tcm:780-7137			1
tcm:151-4789			1
tcm:139-9750			1
tcm:774-7500			1
tcm:613-4004			1
tcm:578-6206			1
tcm:715-1301			1
tcm:146-6672			1
tcm:557-2336			1
tcm:253-9170			1
tcm:523-9627			1
tcm:146-6680			1
tcm:537-9174			1
tcm:257-9770			1
tcm:467-3105			1
tcm:967-9901			1
tcm:729-8329			1
tcm:666-5357			1
tcm:940-6403			1
tcm:421-7278			1
tcm:100-1125			1
tcm:814-8973			1
tcm:130-8159			1
tcm:613-6658			1
tcm:649-8005			1
tcm:533-8755			1
tcm:681-2389			1
tcm:538-6002			1
tcm:489-1403			1
tcm:523-9618			1
tcm:904-4418			1
tcm:757-5189			1
tcm:281-1574			1
tcm:216-5446			1
tcm:612-8293			1
tcm:766-1266			1
tcm:906-3659			1
tcm:135-5827			1
tcm:724-9723			1
tcm:473-4250			1
tcm:476-6297			1
tcm:694-9814			1
tcm:937-7749			1
tcm:499-1886			1
tcm:196-4413			1
tcm:962-1243			1
tcm:344-4548			1
tcm:367-1074			1
tcm:274-4683			1
tcm:192-5387			1
tcm:166-1194			1
tcm:386-7063			1
tcm:356-2656			1
tcm:198-2316			1
tcm:626-6461			1
tcm:637-1541			1
tcm:136-7768			1
tcm:594-6498			1
tcm:430-4477			1
tcm:576-9610			1
tcm:316-1372			1
tcm:770-9531			1
tcm:696-1173			1
tcm:884-2328			1
tcm:736-6516			1
tcm:996-7370			1
tcm:857-9833			1
tcm:227-6283			1
tcm:106-5578			1
tcm:677-7606			1
tcm:113-2415			1
tcm:446-6879			1
tcm:606-2226			1
tcm:817-9918			1
tcm:196-5957			1
tcm:769-3329			1
tcm:734-8792			1
tcm:956-6206			1
tcm:630-3904			1
tcm:705-7112			1
Please/wait/outside/of/the/house.			121
tcm:663-9236			1
tcm:963-5711			1
tcm:713-8647			1
tcm:551-6814			1
tcm:909-4545			1
tcm:874-8199			1
tcm:600-6460			1
tcm:276-4853			1
tcm:601-7162			1
tcm:953-1704			1
tcm:252-1113			1
tcm:582-8328			1
tcm:294-8826			1
tcm:563-2303			1
tcm:540-3055			1
tcm:988-1178			1
tcm:593-4440			1
tcm:145-8377			1
tcm:329-8766			1
tcm:620-2168			1
tcm:734-7479			1
tcm:163-2898			1
tcm:762-3136			1
tcm:109-8910			1
tcm:788-8000			1
tcm:244-9904			1
tcm:348-3756			1
tcm:604-9428			1
tcm:568-2090			1
tcm:343-7366			1
tcm:998-2929			1
tcm:283-1701			1
tcm:438-6656			1
tcm:672-1574			1
tcm:377-1449			1
tcm:942-6913			1
tcm:164-2069			1
tcm:860-6243			1
tcm:178-1735			1
tcm:733-6785			1
tcm:878-1263			1
tcm:317-9306			1
tcm:822-6533			1
tcm:705-8439			1
tcm:463-6422			1
tcm:863-1080			1
tcm:929-2688			1
tcm:837-5611			1
tcm:651-1437			1
tcm:262-6486			1
tcm:211-6807			1
tcm:483-5824			1
tcm:379-5259			1
tcm:385-2717			1
tcm:621-5271			1
tcm:897-8579			1
tcm:351-7554			1
tcm:272-9185			1
tcm:214-1490			1
tcm:384-8009			1
tcm:534-8193			1
Check/back/tomorrow;/I/will/see/if/the/book/has/arrived.			60
tcm:482-6295			1
tcm:899-8811			1
tcm:227-6414			1
tcm:846-7649			1
tcm:515-8335			1
tcm:279-8072			1
tcm:711-4860			1
tcm:279-8073			1
tcm:130-5725			1
tcm:942-9125			1
tcm:271-8490			1
tcm:437-3514			1
tcm:808-6648			1
tcm:836-7150			1
tcm:740-2315			1
tcm:810-2287			1
tcm:199-1862			1
tcm:887-4755			1
tcm:902-6968			1
I/often/see/the/time/11:11/or/12:34/on/clocks.			112
tcm:438-4058			1
tcm:621-1717			1
tcm:265-8759			1
tcm:920-9689			1
tcm:954-7288			1
tcm:400-1028			1
tcm:638-5936			1
tcm:850-2258			1
tcm:895-3446			1
tcm:325-3380			1
tcm:175-5619			1
tcm:939-5321			1
tcm:363-5695			1
tcm:668-6904			1
tcm:610-9126			1
tcm:755-6258			1
tcm:549-8580			1
tcm:731-1652			1
tcm:494-9045			1
tcm:195-3975			1
tcm:842-2203			1
tcm:453-7263			1
tcm:430-4656			1
tcm:347-1727			1
tcm:114-4231			1
tcm:778-6621			1
tcm:540-5683			1
tcm:525-3991			1
tcm:232-5683			1
tcm:968-4350			1
tcm:528-8261			1
tcm:147-1120			1
tcm:180-4834			1
tcm:903-8778			1
tcm:171-2890			1
tcm:272-5611			1
tcm:286-8801			1
tcm:609-6942			1
tcm:146-6811			1
tcm:188-5788			1
tcm:297-3693			1
tcm:843-4054			1
tcm:549-7245			1
tcm:565-7402			1
tcm:984-4517			1
tcm:277-6862			1
tcm:355-1999			1
tcm:794-9282			1
tcm:882-4841			1
tcm:113-2423			1
tcm:847-9443			1
tcm:952-3282			1
tcm:967-4951			1
tcm:779-6020			1
tcm:312-4546			1
tcm:193-2361			1
tcm:254-6249			1
tcm:985-6364			1
tcm:272-5620			1
tcm:398-1539			1
tcm:584-8603			1
tcm:718-2408			1
tcm:677-2799			1
tcm:301-7166			1
tcm:391-1327			1
tcm:659-2147			1
tcm:308-6042			1
tcm:472-7139			1
tcm:982-4235			1
tcm:485-4813			1
tcm:908-1276			1
tcm:137-4643			1
tcm:202-2041			1
tcm:855-3453			1
tcm:792-1727			1
tcm:341-9711			1
tcm:685-8989			1
tcm:335-2320			1
tcm:155-8849			1
tcm:235-7751			1
tcm:630-7444			1
tcm:981-3529			1
tcm:818-4463			1
tcm:810-2251			1
tcm:920-4806			1
tcm:175-3003			1
tcm:130-4435			1
tcm:660-3485			1
tcm:968-4306			1
tcm:128-2651			1
tcm:236-8459			1
tcm:767-9265			1
Italy/is/my/favorite/country;/in/fact,/I/plan/to/spend/two/weeks/there/next/year.			108
tcm:582-2194			1
tcm:771-1600			1
tcm:667-3694			1
tcm:630-7456			1
tcm:370-2527			1
tcm:911-8925			1
tcm:577-4232			1
tcm:493-8599			1
tcm:607-4075			1
tcm:440-3625			1
tcm:316-7305			1
tcm:128-1318			1
tcm:147-2462			1
tcm:854-1647			1
tcm:264-1890			1
tcm:894-5178			1
tcm:570-6658			1
tcm:848-6582			1
tcm:647-7956			1
tcm:178-6587			1
tcm:491-4783			1
tcm:720-5588			1
tcm:353-5202			1
tcm:664-3961			1
tcm:650-5544			1
tcm:846-6327			1
tcm:774-2529			1
tcm:381-2230			1
tcm:235-5117			1
tcm:869-1814			1
tcm:385-1475			1
tcm:759-6813			1
tcm:490-7556			1
tcm:533-2679			1
tcm:602-5426			1
tcm:671-9250			1
tcm:714-9147			1
tcm:942-9117			1
tcm:598-9260			1
tcm:166-9792			1
tcm:602-6755			1
tcm:659-3487			1
tcm:994-2378			1
tcm:746-9135			1
tcm:464-2083			1
tcm:978-4669			1
tcm:924-6240			1
tcm:974-5329			1
tcm:853-5893			1
tcm:931-4491			1
tcm:380-2880			1
tcm:654-3523			1
tcm:783-4565			1
tcm:189-1410			1
tcm:909-8023			1
tcm:841-6353			1
tcm:944-9401			1
tcm:235-7713			1
tcm:787-1369			1
tcm:736-5088			1
tcm:627-9818			1
tcm:729-4645			1
tcm:295-4654			1
tcm:890-8388			1
tcm:698-6472			1
tcm:809-1106			1
tcm:231-8469			1
tcm:691-7581			1
tcm:455-2713			1
tcm:217-1146			1
tcm:909-8037			1
tcm:581-1415			1
tcm:738-1802			1
tcm:943-1265			1
tcm:485-8353			1
tcm:436-7730			1
tcm:236-8462			1
tcm:777-4873			1
tcm:356-6109			1
tcm:651-2706			1
tcm:311-6229			1
tcm:582-3488			1
tcm:698-6480			1
tcm:427-9222			1
tcm:812-1229			1
tcm:982-4293			1
tcm:119-6750			1
tcm:470-9448			1
tcm:476-8912			1
tcm:692-4513			1
tcm:216-1758			1
tcm:858-4470			1
tcm:346-9614			1
tcm:262-1668			1
tcm:839-8158			1
tcm:713-6012			1
tcm:448-3206			1
tcm:777-4865			1
tcm:123-6285			1
tcm:894-6475			1
tcm:799-1995			1
tcm:238-9995			1
tcm:489-6436			1
tcm:325-5981			1
tcm:429-9461			1
tcm:411-3454			1
tcm:528-3477			1
I/want/to/buy/a/onesie…/but/know/it/won’t/suit/me.			119
tcm:262-1578			1
tcm:437-9661			1
tcm:568-8290			1
tcm:915-9191			1
tcm:126-8597			1
tcm:613-6503			1
tcm:347-7972			1
tcm:537-4241			1
tcm:534-9409			1
tcm:168-2630			1
tcm:894-7730			1
tcm:236-4804			1
tcm:673-8237			1
tcm:836-9812			1
tcm:170-4531			1
tcm:575-6593			1
tcm:356-8735			1
tcm:612-8186			1
tcm:385-7637			1
tcm:777-9618			1
tcm:132-3536			1
tcm:385-8964			1
tcm:885-5635			1
tcm:691-3980			1
tcm:330-3861			1
tcm:382-1924			1
tcm:537-4252			1
tcm:775-8091			1
tcm:781-3016			1
tcm:470-3274			1
tcm:430-9464			1
tcm:328-1963			1
tcm:407-7426			1
tcm:912-4650			1
tcm:649-5705			1
tcm:856-6702			1
tcm:171-6412			1
tcm:840-3107			1
tcm:598-5634			1
tcm:361-6569			1
tcm:870-7989			1
tcm:786-1979			1
tcm:399-4713			1
tcm:397-4469			1
tcm:332-8990			1
tcm:315-1926			1
tcm:386-8247			1
tcm:299-2695			1
tcm:638-2098			1
tcm:885-6946			1
If/I/don’t/like/something,/I’ll/stay/away/from/it.There/was/no/ice/cream/in/the/freezer,/nor/did/they/have/money/to/go/to/the/store.			28
tcm:377-8861			1
tcm:685-2825			1
tcm:900-7871			1
tcm:610-4371			1
tcm:398-6358			1
tcm:751-4718			1
tcm:510-9765			1
tcm:920-3417			1
tcm:307-1838			1
tcm:351-2667			1
tcm:289-9786			1
tcm:811-5520			1
tcm:201-8968			1
tcm:847-5965			1
tcm:868-2248			1
I/am/never/at/home/on/Sundays.			136
tcm:212-3874			1
tcm:891-5462			1
tcm:826-5818			1
tcm:909-9301			1
tcm:688-9925			1
tcm:332-6399			1
tcm:384-5777			1
tcm:517-9958			1
tcm:487-3811			1
tcm:183-3227			1
tcm:706-4208			1
tcm:627-7109			1
tcm:466-9844			1
tcm:980-6568			1
tcm:608-1110			1
tcm:200-4403			1
tcm:277-1943			1
tcm:176-6383			1
tcm:219-6296			1
tcm:967-8525			1
tcm:927-1001			1
tcm:547-9437			1
tcm:786-1994			1
tcm:136-8924			1
tcm:943-3933			1
tcm:764-2115			1
tcm:622-7202			1
tcm:169-4561			1
tcm:505-3080			1
tcm:793-3791			1
tcm:614-9702			1
tcm:653-1682			1
tcm:798-7149			1
tcm:860-1381			1
tcm:478-1843			1
tcm:373-2040			1
tcm:912-3319			1
tcm:768-8949			1
tcm:681-9736			1
tcm:912-4644			1
tcm:943-1302			1
tcm:571-2374			1
tcm:220-1339			1
tcm:651-6234			1
tcm:429-8154			1
tcm:933-2183			1
tcm:694-9770			1
tcm:245-6927			1
tcm:185-3539			1
tcm:421-9985			1
tcm:493-4988			1
tcm:810-4920			1
tcm:716-8209			1
tcm:299-2659			1
tcm:617-5895			1
tcm:167-5598			1
tcm:906-7054			1
tcm:405-4909			1
tcm:104-7769			1
tcm:301-7068			1
tcm:481-6879			1
tcm:411-4754			1
tcm:595-2150			1
tcm:111-4656			1
tcm:384-3120			1
tcm:567-2815			1
tcm:623-3070			1
tcm:464-2119			1
tcm:372-1442			1
tcm:829-1935			1
tcm:395-1936			1
tcm:838-6169			1
tcm:343-1213			1
tcm:708-5803			1
tcm:302-6733			1
tcm:331-4420			1
tcm:335-1093			1
tcm:804-6028			1
tcm:674-1840			1
tcm:990-6979			1
tcm:387-6603			1
tcm:543-4037			1
tcm:521-9402			1
tcm:817-7332			1
tcm:429-4617			1
tcm:993-6591			1
tcm:726-7308			1
tcm:722-8048			1
tcm:357-3188			1
tcm:132-7041			1
tcm:804-9920			1
tcm:194-4208			1
tcm:382-6781			1
tcm:666-6529			1
tcm:885-4385			1
tcm:870-1804			1
tcm:747-8791			1
tcm:445-3589			1
tcm:850-2295			1
tcm:587-9433			1
tcm:790-2816			1
tcm:693-1627			1
tcm:648-3783			1
tcm:466-7291			1
tcm:428-2711			1
tcm:419-9099			1
tcm:913-1749			1
tcm:215-4746			1
tcm:186-6796			1
tcm:146-6761			1
tcm:442-1335			1
tcm:589-7172			1
tcm:174-8651			1
tcm:109-1533			1
tcm:873-8890			1
tcm:371-9208			1
tcm:285-4275			1
tcm:795-6223			1
tcm:827-6435			1
tcm:827-5107			1
tcm:874-4691			1
tcm:603-8761			1
tcm:470-5844			1
tcm:755-1415			1
tcm:792-6613			1
tcm:207-9409			1
tcm:792-7949			1
tcm:812-7476			1
tcm:138-5337			1
tcm:543-5378			1
tcm:467-6914			1
tcm:123-1484			1
tcm:687-5391			1
tcm:316-3871			1
tcm:766-3775			1
tcm:308-3799			1
tcm:306-3408			1
tcm:837-4247			1
tcm:640-2962			1
tcm:872-5625			1
tcm:279-3183			1
tcm:683-2515			1
tcm:447-8711			1
tcm:330-7365			1
tcm:581-7678			1
tcm:292-8629			1
tcm:262-7736			1
tcm:715-2720			1
tcm:438-5393			1
tcm:431-2902			1
tcm:687-1878			1
tcm:918-2931			1
tcm:492-1774			1
tcm:571-8537			1
tcm:657-8033			1
tcm:224-1902			1
tcm:571-7201			1
tcm:161-1129			1
tcm:387-7974			1
tcm:559-2747			1
tcm:243-1757			1
tcm:133-6723			1
tcm:623-5665			1
tcm:436-2828			1
tcm:257-7226			1
tcm:949-5762			1
tcm:557-1127			1
tcm:370-1188			1
tcm:973-8316			1
tcm:475-4483			1
tcm:827-5160			1
tcm:460-6706			1
tcm:460-5435			1
tcm:342-6754			1
tcm:560-1375			1
tcm:619-9688			1
tcm:763-1531			1
tcm:202-9563			1
tcm:356-3887			1
tcm:303-2535			1
tcm:389-6954			1
tcm:107-2544			1
I/love/eating/toasted/cheese/and/tuna/sandwiches.			70
tcm:648-2494			1
tcm:755-1400			1
tcm:797-5265			1
tcm:345-5063			1
tcm:995-5515			1
tcm:826-5835			1
tcm:904-4565			1
tcm:444-2997			1
tcm:281-2784			1
tcm:274-4571			1
tcm:716-3390			1
tcm:470-3216			1
tcm:813-8060			1
tcm:431-1632			1
tcm:941-7153			1
tcm:482-2674			1
tcm:705-4941			1
tcm:990-6950			1
tcm:202-9535			1
tcm:613-6524			1
tcm:145-7094			1
tcm:524-9000			1
tcm:272-5573			1
tcm:280-3079			1
tcm:988-7325			1
tcm:481-4295			1
tcm:505-3019			1
tcm:504-3723			1
tcm:578-8727			1
tcm:735-9380			1
tcm:381-7047			1
tcm:789-7738			1
tcm:476-2812			1
tcm:754-4355			1
tcm:799-5563			1
tcm:736-7735			1
tcm:383-6001			1
tcm:917-3276			1
tcm:417-7869			1
tcm:414-5600			1
tcm:618-7752			1
tcm:635-2443			1
tcm:263-4801			1
tcm:191-4627			1
tcm:132-8364			1
tcm:711-3486			1
tcm:235-2961			1
tcm:342-5440			1
tcm:745-4912			1
tcm:650-9145			1
tcm:815-8361			1
tcm:469-4601			1
tcm:945-6445			1
tcm:731-7812			1
tcm:530-7926			1
tcm:832-3054			1
tcm:126-9836			1
tcm:480-2356			1
tcm:946-7071			1
tcm:482-2659			1
tcm:768-1453			1
tcm:252-7302			1
tcm:338-8166			1
tcm:754-3038			1
tcm:486-1941			1
tcm:127-9132			1
tcm:711-3480			1
tcm:478-4055			1
tcm:254-7611			1
tcm:847-9753			1
The/clock/within/this/blog/and/the/clock/on/my/laptop/are/1/hour/different/from/each/other.			123
tcm:235-1482			1
tcm:305-4081			1
tcm:934-3782			1
tcm:655-9395			1
tcm:395-6881			1
tcm:774-3346			1
tcm:102-4450			1
tcm:335-2608			1
tcm:307-3205			1
tcm:789-3514			1
tcm:109-1395			1
tcm:944-9735			1
tcm:697-6945			1
tcm:775-5387			1
tcm:828-4615			1
tcm:618-3773			1
tcm:783-9942			1
tcm:538-2249			1
tcm:429-3251			1
tcm:282-2041			1
tcm:540-3179			1
tcm:272-4822			1
tcm:705-7486			1
tcm:624-6540			1
tcm:679-3830			1
tcm:765-6804			1
tcm:175-4855			1
tcm:452-9783			1
tcm:434-5314			1
tcm:506-2299			1
tcm:130-1201			1
tcm:988-1295			1
tcm:191-6196			1
tcm:200-7779			1
tcm:203-8923			1
tcm:238-2651			1
tcm:343-9420			1
tcm:425-1371			1
tcm:244-6719			1
tcm:459-5357			1
tcm:468-9322			1
tcm:740-9004			1
tcm:940-6579			1
tcm:785-2975			1
tcm:439-9210			1
tcm:798-2686			1
tcm:860-7697			1
tcm:530-4627			1
tcm:416-2210			1
tcm:501-4516			1
tcm:184-1346			1
tcm:291-8662			1
tcm:653-6638			1
tcm:993-3378			1
tcm:177-7577			1
tcm:131-3222			1
tcm:818-8325			1
tcm:184-1342			1
tcm:303-1341			1
tcm:991-1955			1
tcm:908-4831			1
tcm:200-5129			1
tcm:886-3529			1
tcm:555-2031			1
tcm:787-5695			1
tcm:365-3431			1
tcm:189-5285			1
tcm:706-8138			1
tcm:876-8548			1
tcm:233-7104			1
tcm:796-7010			1
tcm:623-4527			1
tcm:114-2182			1
tcm:872-4066			1
tcm:751-7301			1
tcm:699-7048			1
tcm:129-4924			1
tcm:367-7437			1
tcm:445-1010			1
tcm:229-8335			1
tcm:724-7722			1
tcm:201-3602			1
tcm:624-5267			1
tcm:297-3591			1
tcm:455-9637			1
tcm:579-3987			1
tcm:649-6574			1
tcm:232-6420			1
tcm:593-8720			1
tcm:392-3024			1
tcm:307-4565			1
tcm:224-4441			1
tcm:853-1560			1
tcm:366-5413			1
tcm:410-8674			1
tcm:243-3436			1
tcm:336-4676			1
tcm:309-8556			1
tcm:892-7638			1
I/am/happy/to/take/your/donation;/any/amount/will/be/greatly/appreciated.			93
tcm:738-9475			1
tcm:846-7750			1
tcm:167-1580			1
tcm:692-1753			1
tcm:422-7655			1
tcm:566-1623			1
tcm:816-9131			1
tcm:565-4493			1
tcm:566-2950			1
tcm:566-1620			1
tcm:529-4433			1
tcm:190-6796			1
tcm:670-6499			1
tcm:261-6517			1
tcm:167-2883			1
tcm:605-1439			1
tcm:324-9166			1
tcm:394-3596			1
tcm:188-4572			1
tcm:317-9211			1
tcm:378-3197			1
tcm:783-9990			1
tcm:620-4698			1
tcm:104-4931			1
tcm:417-6812			1
tcm:229-9691			1
tcm:922-4733			1
tcm:728-2195			1
tcm:196-2999			1
tcm:795-6315			1
tcm:734-6288			1
tcm:827-3938			1
tcm:853-1582			1
tcm:313-8689			1
tcm:907-5082			1
tcm:222-1768			1
tcm:548-8233			1
tcm:278-9425			1
tcm:379-7759			1
tcm:589-8632			1
tcm:323-3659			1
tcm:368-5935			1
tcm:764-2201			1
tcm:234-6928			1
tcm:171-5184			1
tcm:206-3955			1
tcm:756-2805			1
tcm:441-7928			1
tcm:827-2658			1
tcm:874-9327			1
tcm:910-9273			1
tcm:430-4719			1
tcm:862-1987			1
tcm:922-8284			1
tcm:298-9096			1
tcm:959-8642			1
tcm:436-4520			1
tcm:146-9588			1
tcm:362-9740			1
tcm:209-1276			1
tcm:162-1221			1
tcm:127-4425			1
tcm:893-2166			1
tcm:677-4627			1
tcm:481-2396			1
tcm:982-7639			1
tcm:993-4606			1
tcm:926-5372			1
tcm:513-2244			1
tcm:913-3003			1
tcm:163-8001			1
tcm:294-7220			1
tcm:396-7516			1
tcm:457-3914			1
tcm:778-5260			1
tcm:609-3322			1
tcm:309-2424			1
tcm:135-5188			1
tcm:908-2264			1
tcm:410-1129			1
tcm:413-2316			1
tcm:930-1874			1
tcm:717-6428			1
tcm:513-7050			1
tcm:358-3446			1
tcm:137-5631			1
tcm:731-6372			1
tcm:822-2208			1
tcm:556-6623			1
tcm:171-5166			1
tcm:544-8904			1
tcm:932-9488			1
tcm:420-3641			1
tcm:457-3927			1
tcm:890-4967			1
tcm:377-7264			1
tcm:904-6476			1
tcm:607-1924			1
tcm:539-5537			1
tcm:278-4563			1
tcm:895-2618			1
tcm:359-4186			1
tcm:438-4990			1
tcm:295-5641			1
tcm:632-8507			1
tcm:527-1738			1
tcm:768-4089			1
tcm:687-4479			1
tcm:688-1612			1
tcm:290-1763			1
tcm:958-7960			1
tcm:597-3100			1
tcm:809-6933			1
tcm:248-8690			1
tcm:123-7452			1
tcm:902-3746			1
tcm:949-6105			1
tcm:289-1546			1
tcm:584-4726			1
tcm:563-1788			1
tcm:504-3066			1
tcm:759-1414			1
tcm:528-1133			1
tcm:872-1870			1
tcm:951-2257			1
tcm:950-2885			1
tcm:161-4086			1
tcm:588-1766			1
tcm:524-6634			1
tcm:229-2226			1
tcm:270-6907			1
tcm:361-6428			1
tcm:924-7458			1
tcm:900-3312			1
tcm:731-6392			1
tcm:408-6403			1
tcm:230-2463			1
tcm:698-7671			1
